nome	type	circle	school	execucao	alcance	alvo	area	duracao	resistencia	description	publicacao	addPM.1	text.1	addPM.2	text.2	addPM.3	text.3	addPM.4	text.4	addPM.5	text.5	addPM.6	text.6	addPM.7	text.7	addPM.8	text.8	addPM.9	text.9	addPM.10	text.10	addPM.11	text.11	addPM.12	text.12	addPM.13	text.13
Proteção de Tauron	Divina	1	Abjur	movimento	curto (9m 6q)	1 criatura		cena		Esta antiga magia ofertada pelo Deus da Força ainda pode ser lançada mesmo após sua morte, preservada por divindades simpatizantes em honra a seu aspecto como protetor dos fracos. Quando a magia é lançada, luz sagrada envolve o alvo, que se torna um "protegido”; ele recebe +2 na Defesa e, quando se move em sua direção, o deslocamento dele é dobrado. Além disso, você sabe a direção e distância do alvo, e também se ele está ferido ou afetado por qualquer condição, independentemente da distância.	Deuses de Arton v0.8	2	além do normal, você pode usar habilidades mágicas com alcance de toque no alvo como se elas tivessem alcance curto.	2	aumenta o bônus na Defesa em +2 (bônus máximo limitado ao dobro do círculo máximo de magia que você pode lançar). Requer 2º círculo.	2	além do normal, uma vez por rodada, quando uma criatura faz uma ação hostil contra o protegido, você pode fazer um ataque corpo a corpo contra ela, desde que ela esteja em seu alcance pessoal. <i>Apenas Minotauros ou Devotos de Tauron.<i>																				
Punição do Profano	Divina	2	Evoc	padrão	curto (9m 6q)	1 humanoide		instantânea	Vontade reduz à metade	Por meio de um brado poderoso, entoando um dogma de sua religião, você inflige dano a devotos de divindades adversárias.<br>Esta magia causa 6d8 pontos de dano de impacto a devotos de deuses que canalizam energia oposta a seu deus. Assim, se sua divindade canaliza energia positiva, a magia afeta devotos de deuses que canalizem energia negativa, e vice-versa. Devotos de deuses que canalizam qualquer energia ou criaturas que não sejam devotas sofrem apenas metade do dano.<br>A magia afeta celestiais e abissais como se fossem devotos, respectivamente, de deuses de energia positiva e negativa, enquanto suraggel são afetados conforme sua herança. Nesses casos, a natureza planar se sobrepõe à devoção (um aggelus devoto de Tenebra ainda é considerado de energia positiva).	Deuses de Arton v0.8	1	muda o alvo para 1 espírito ou morto-vivo.	2	aumenta o dano em +2d8.	3	muda o alvo para 1 criatura.	5	afeta todos os alvos dentro do alcance. Requer 3° círculo.																		
Sigilo de Sszzaas	Divina	1	Abjur	padrão	pessoal	você		1 dia		Ofertada pelo sombrio Deus dos Segredos, esta magia é utilizada por todos que buscam preservar a própria privacidade. Pela duração da magia, quaisquer criaturas que fizerem testes de perícia para obter alguma informação a seu respeito sofrem –5 nestes testes. Isso inclui testes de Percepção para notá-lo, Conhecimento e Investigação para descobrir algo sobre você, Intuição para discernir suas mentiras e disfarces, e assim por diante.	Deuses de Arton v0.8	2	muda o alcance para toque e o alvo para 1 criatura. Requer 2º círculo.	2	adiciona resistência (Vontade parcial). Além do normal, criaturas que usem habilidades mágicas de detecção, como a magia Vidência, devem fazer um teste de Vontade. Se falharem, a habilidade não funciona e, pela duração da magia, novas tentativas de usar a mesma habilidade feitas pela mesma criatura falham automaticamente. Requer 2º círculo.	2	muda a penalidade para –10. <i>Apenas Devotos de Sszzaas.</i>																				
Siroco de Azgher	Divina	1	Evoc	padrão	curto (9m 6q)	1 criatura		instantânea	Reflexos reduz à metade	Invocando a fúria do Deus-Sol, você cria uma breve e focada tempestade de areia, capaz de esfolar a carne dos ossos! Cada alvo sofre dano de corte conforme seu grau de proteção: 3d6 para alvos sem armadura, 2d6 para alvos com armadura leve e 1d6 para alvos com armadura pesada.	Deuses de Arton v0.8	1	aumenta o dano em +1d6.	2	muda o tipo de dano para luz.	3	muda o alcance para pessoal e o alvo para área (cone de 6m). Requer 2° círculo.	1	além do normal, criaturas que falhem na resistência ficam em chamas e sangrando. <i>Apenas Devotos de Azgher.</i>																		
Sorriso da Fortuna	Divina	1	Evoc	padrão	pessoal	você		1 dia até ser descarregada		Variantes desta magia, com diferentes nomes, são concedidas por Nimb, Hyninn, Sszzaas, Valkaria e até Thyatis. O objetivo, contudo, é sempre o mesmo: trapacear em jogos.<br><i>Sorriso da Fortuna</i> permite manipular os resultados de um jogo de azar — como aqueles com dados, cartas ou roleta. Quando fizer um teste de Jogatina (ou relacionado a algum jogo, a critério do mestre) você pode rolar dois dados e usar o melhor resultado. A magia é descarregada após você usar esse efeito três vezes.<br>Esta magia afeta apenas jogos e itens mundanos, não mágicos. Embora funcione bem em pequenas tavernas ou festejos, grandes cassinos empregam vigilantes atentos ao uso desta magia e suas variações.	Deuses de Arton v0.8	2	aumenta em +1 o total deusos antes da magia ser descarregada.	2	muda a execução para reação, o alcance para curto e o alvo para 1 criatura. Em vez do normal, a magia confunde um dos jogadores presentes, que rola seu teste de Jogatina com dois dados e usa o pior resultado.	3	além do normal, você pode escolher um “número da sorte”. Se o número da sorte for rolado em qualquer um dos dados, o resultado conta como um 20 natural. Requer 2° círculo.	1	muda a execução para reação e a duração para instantânea. Em vez do normal, quando faz seu primeiro teste de uma perícia em uma cena, você pode rolar dois dados e usar o melhor resultado. <i>Apenas Devotos de Hyninn.</i>																		
Toque de Megalokk	Divina	1	Trans	padrão	pessoal	você		cena		Criaturas naturais de Allihanna seguem leis naturais. Monstros existem apenas para violar essas leis. Após deformações horrendas, você se transforma em uma criatura do tipo monstro. Nesta forma, você recebe +5 em Intimidação, mas sofre –5 nas demais perícias baseadas em Carisma. Além disso, recebe uma arma natural de um tipo a sua escolha entre chifre, ferrão e mordida (dano 1d6, crítico x2, perfuração). Uma vez por rodada, quando usa a ação agredir para atacar com outra arma, pode gastar 1 PM para fazer um ataque corpo a corpo extra com esta arma natural.	Deuses de Arton v0.8	1	a margem de ameaça de suas armas naturais aumenta em +1.	2	o dano de todas as suas armas naturais aumenta em um passo. Requer 3° círculo.	5	além do normal, você recebe redução de dano 5. Requer 2º círculo. <i>Apenas Devotos de Megalokk.</i>																				
Traição da Lâmina	Divina	2	Abjur	padrão	curto (9m 6q)	1 arma em posse de uma criatura		cena até ser descarregada	Vontade (veja texto)	Provavelmente ofertada por Sszzaas (ou assim querem que você acredite), esta magia amaldiçoa uma arma contra seu usuário. Quando faz um ataque com a arma, o usuário deve passar em um teste de Vontade. Se falhar, a arma se retorce como uma serpente, ou muda sua trajetória em pleno voo; o agressor se torna o alvo do próprio ataque! Após este ataque, bem-sucedido ou não, a magia descarrega e a arma volta ao normal.	Deuses de Arton v0.8	1	em vez do usuário, a arma se volta para outra criatura em alcance curto, à sua escolha.	1	muda o alvo para 1 arma e a duração para 1 dia, até ser descarregada. Requer 3° círculo.	2	aumenta o número de alvos em +1.	2	adiciona componente material (uma dose de veneno). Além do normal, o ataque envenena o usuário com o veneno utilizado como componente (a CD desse veneno é a CD da própria magia).																		
Traição Mágica	Arcana	2	Abjur	padrão	curto (9m 6q)	1 criatura		instantânea	Vontade reduz à metade	Esta magia desestabiliza outras magias ativas no alvo, fazendo com que elas causem uma súbita descarga de energia mística. Para cada círculo das magias afetando o alvo, ele sofre 1d8 pontos de dano de essência. Um alvo sob efeito de Velocidade e Voo, (2º e 3º círculos), sofre 5d8 pontos de dano.	Deuses de Arton v0.8	3	muda o alvo para criaturas escolhidas. Requer 3º círculo.																								
Voz da Razão	Divina	1	Encan	padrão	pessoal	você		cena		Iluminada por Tanna-Toh, sua mente transborda de argumentos e informações. Você recebe +5 em Conhecimento, Diplomacia e Intimidação.	Deuses de Arton v0.8	2	muda o bônus para +10. Requer 2º círculo.	2	além do normal, você recebe +5 em Intuição e em testes de Investigação para interrogar. <i>Apenas Devotos de Tanna-Toh.</i>																						
Armadura Ardente	Arcana	1	Evoc	padrão	pessoal	você		cena		Escolha um tipo de energia entre ácido, eletricidade, fogo ou frio. Uma aura faiscante dessa energia emana de seu corpo — sempre que uma criatura adjacente acertar um ataque corpo a corpo em você, ela sofre 2d6 pontos de dano do tipo escolhido.	Heróis de Arton v0.8	2	muda o alcance para toque e o alvo para 1 criatura. Requer 2º círculo.	2	aumenta o dano em +1d6 (total de dados limitado pelo círculo máximo de magia que você pode lançar). Requer 3º círculo.	3	muda a energia para essência. Requer 2º círculo.																				
Assobio Perigoso	Arcana	1	Conv	padrão	pessoal	grupo de criaturas conjuradas		veja texto		Esta estranha magia conjura um grupo de criaturas agressivas que imediatamente ataca o conjurador e seus aliados. Sim, você leu direito.<br>As criaturas conjuradas são seres feitos de energia e representam um encontro, preparado pelo mestre, de ND igual ao nível do conjurador.<br>Elas surgem adjacentes aos personagens, atacando assim que invocadas. Lutam até a morte ou até que se passem 24 horas. Quando morrem, não deixam corpos nem tesouro.<br>A função original da magia é incerta. Estudiosos acreditam ser fruto de um experimento falho, ou uma tentativa de conjurar alguma criatura específica. De qualquer forma, nos dias de hoje é bastante utilizada para treinar novos aventureiros, ou causar distrações em situações muito específicas.<br>Quando utilizada em meio a um combate, as criaturas podem atacar aleatoriamente qualquer dos envolvidos.	Heróis de Arton v0.8																										
Conjurar Armadilha	Arcana	1	Trans	completa	curto (9m 6q)	1 armadilha conjurada		permanente		Esta magia modifica o terreno e/ou a arquitetura de um ponto no alcance, transformando-o em uma armadilha do caçador (Tormenta20, p. 50) à sua escolha. A armadilha criada segue as mesmas regras de armadilhas, exceto que a CD dos testes para encontrá-la e resistir à ela são a da magia.<br>Embora seja produzida por magia, a armadilha ainda pode ser superada por meios mundanos normais. Depois de ativada, seja bem-sucedida ou não, a armadilha não volta a reativar: fica inerte e inofensiva, devendo ser conjurada outra vez.	Heróis de Arton v0.8	1	reduz o tempo de execução para movimento.	1	seus poderes que afetam armadilhas também afetam a armadilha criada pela magia.	3	quando lança a magia, você pode escolher qualquer número de criaturas no alcance para não serem afetadas pela armadilha. Requer 2° círculo.	5	muda a execução para padrão. A armadilha pode ser conjurada diretamente em uma área ocupada por uma criatura, o que a aciona imediatamente. Requer 3º círculo.	4	em vez do normal, você pode conjurar uma das suas armadilhas de armadilheiro mestre. <i>Apenas Armadilheiro Mestres.</i>																
Desafio Corajoso	Arcana	1	Encan	padrão	curto (9m 6q)	1 criatura voluntária		sustentada	Vontade anula	Esta magia cria uma aura de influência de em ao redor do alvo. Outras criaturas que iniciarem seus turnos dentro da aura devem fazer um teste de Vontade. Se falharem, suas ações hostis deste turno devem ser feitas contra o alvo.	Heróis de Arton v0.8	2	muda a aura para 18m. Requer 2° círculo.	3	muda o alvo para criatura ou objeto. O alvo tem direito a um teste de Vontade para impedir a criação da aura. Requer 3° círculo.																						
Desfazer Engenhoca	Universal	2	Abjur	padrão	médio (30m 20q)	1 criatura ou 1 engenhaca ou esfera com 3 me de raio		instantânea		Você desfaz os efeitos ativos de engenhocas, como se sua duração tivesse acabado (efeitos instantâneos não podem ser dissipados). Quando lançar essa magia em uma criatura ou área, faça um teste de Misticismo; você dissipa todas as engenhocas com a criatura ou na área com CD igual ou menor que o resultado do teste. Lançada diretamente contra uma engenhoca, faz com que ela enguice (veja Ativação, em Tormenta20, p. 71) sem teste de resistência. Lançada contra um construto, o teste é oposto à Vontade do alvo. Se você vencer, o construto fica fraco e vulnerável. A critério do mestre, esta magia pode afetar outras habilidades similares a engenhocas.<br>Dizem que <i>Desfazer Engenhoca</i> foi ofertada aos mortais pela própria Wynna, ressentida em relação a inventos mundanos que imitam seus milagres mágicos. Por outro lado, alguns isentam a deusa, atribuindo sua criação a algum arcanista extremamente incomodado com esses inventores do diacho!	Heróis de Arton v0.8	2	além do padrão, você recebe +5 no seu teste de Misticismo para dissipar uma engenhoca específica para cada vez que ela foi usada na cena.	5	além do padrão, a magia ignora qualquer efeito ativo gerado por engenhocas (como por exemplo, um Campo Antimagia).	12	muda a área para esfera com 9m de raio. Em vez do normal, cria um efeito de disjunção. Todos os efeitos de engenhocas na área são automaticamente dissipados e todas as engenhocas na área, exceto aquelas que você estiver carregando, enguiçam por uma cena (Vontade evita). Requer 5º círculo.																				
Discrição	Universal	1	Encan	padrão	pessoal ou toque	você ou 1 objeto		cena	Vontade anula	Esta magia torna a aparência do alvo desinteressante, como se este fosse parte da paisagem, algo perdido na bagunça, ou mais um na multidão. O alvo não se torna invisível, ainda é percebido como uma criatura ou objeto; o Encan apenas desvia a atenção dos observadores para outras pessoas ou elementos ao redor. Testes de Investigação e Percepção em relação ao alvo sofrem uma penalidade de –10.<br>Em combate, enquanto Discrição estiver ativa, todos os inimigos que iniciarem seus turnos em até 9m do alvo da magia devem fazer um teste de Vontade. Se falharem, qualquer ação hostil que realizarem ignora a criatura. Essa magia se dissipa se você causar dano a qualquer criatura.	Heróis de Arton v0.8	1	muda o alvo para 1 criatura. Requer 2º círculo.	2	aumenta a penalidade em testes para –15. Requer 2º círculo.	3	além do normal, o alvo não pode ser detectado por magias de Adiv. Requer 4° círculo.																				
